id,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,price,latitude,longitude,car_age,gas_fueled,diesel_fueled,hybrid_fueled,electric_fueled,front_wheel_drive,four_wheel_drive,rear_wheel_drive,automatic_transmission,manual_transmission
21274,2015,bmw,5.0,6.0,gas,115825,clean,automatic,fwd,compact,suv,silver,3883,29.7589382,-95.3676974,8,1,0,0,0,1,0,0,1,0
21275,2002,ram,2.0,6.0,diesel,251435,rebuilt,manual,4wd,fullsize,truck,grey,28506,26.2981263,-98.2075117,21,0,1,0,0,0,1,0,0,1
21276,2014,ford,5.0,8.0,gas,113576,clean,manual,4wd,fullsize,truck,black,16669,45.709097,-68.8590201,9,1,0,0,0,0,1,0,0,1
21277,2009,ford,2.0,4.0,gas,262683,clean,automatic,fwd,fullsize,sedan,silver,4230,36.8479165,-76.2902105,14,1,0,0,0,1,0,0,1,0
21278,2011,ram,5.0,6.0,diesel,202227,clean,manual,4wd,fullsize,pickup,blue,23997,39.7683331,-86.1583502,12,0,1,0,0,0,1,0,0,1
21279,1954,bmw,5.0,8.0,gas,81925,clean,automatic,rwd,midsize,coupe,black,47744,41.8755616,-87.6244212,69,1,0,0,0,0,0,1,1,0
21280,2011,nissan,5.0,6.0,diesel,119762,clean,automatic,4wd,fullsize,truck,black,9737,39.830107,-74.978493,12,0,1,0,0,0,1,0,1,0
21281,2007,ford,2.0,8.0,gas,175302,clean,automatic,fwd,fullsize,van,silver,7293,30.6913462,-88.0437509,16,1,0,0,0,1,0,0,1,0
21282,2011,bmw,5.0,6.0,gas,111188,clean,automatic,fwd,midsize,sedan,black,6802,35.7309716,-80.3153309,12,1,0,0,0,1,0,0,1,0
21283,2012,audi,,4.0,gas,175133,clean,automatic,fwd,fullsize,suv,silver,22047,37.6922361,-97.3375448,11,1,0,0,0,1,0,0,1,0
21284,1996,volkswagen,,4.0,gas,222613,clean,manual,fwd,compact,hatchback,green,1214,29.4836274,-95.1139039,27,1,0,0,0,1,0,0,0,1
21285,2005,toyota,1.0,4.0,gas,233634,clean,automatic,fwd,midsize,sedan,silver,1393,35.0841034,-106.650985,18,1,0,0,0,1,0,0,1,0
21286,2002,nissan,1.0,4.0,gas,210204,clean,automatic,fwd,midsize,sedan,black,2522,45.5202471,-122.674194,21,1,0,0,0,1,0,0,1,0
21287,2012,nissan,5.0,6.0,gas,163394,rebuilt,automatic,4wd,fullsize,pickup,black,3996,36.1622767,-86.7742984,11,1,0,0,0,0,1,0,1,0
21288,2011,chevrolet,2.0,8.0,gas,137199,clean,automatic,4wd,fullsize,pickup,black,6057,41.000028,19.9999619,12,1,0,0,0,0,1,0,1,0
21289,2015,ford,5.0,4.0,gas,909,lien,automatic,fwd,midsize,sedan,white,22897,41.7962409,-71.5992372,8,1,0,0,0,1,0,0,1,0
21290,2013,ford,5.0,6.0,gas,127727,clean,automatic,fwd,midsize,sedan,white,8401,27.89799165,-82.51906446720005,10,1,0,0,0,1,0,0,1,0
21291,1994,buick,5.0,6.0,gas,219067,clean,automatic,fwd,fullsize,coupe,black,3000,44.878019050000006,-93.2209280537696,29,1,0,0,0,1,0,0,1,0
21292,2005,jeep,2.0,6.0,gas,192611,clean,manual,4wd,fullsize,pickup,black,8562,34.481295,-82.640648,18,1,0,0,0,0,1,0,0,1
21293,2021,jeep,,4.0,gas,62723,clean,automatic,fwd,compact,suv,black,23864,37.9577016,-121.2907796,2,1,0,0,0,1,0,0,1,0
21294,2004,dodge,1.0,6.0,gas,238392,clean,automatic,fwd,fullsize,truck,black,3926,39.4986462,-119.77333186086474,19,1,0,0,0,1,0,0,1,0
21295,2017,bmw,5.0,8.0,gas,57243,clean,manual,rwd,midsize,coupe,black,22586,42.9632425,-85.6678639,6,1,0,0,0,0,0,1,0,1
21296,2014,nissan,5.0,8.0,gas,74344,clean,automatic,4wd,fullsize,truck,black,16929,47.4234599,-120.310349,9,1,0,0,0,0,1,0,1,0
21297,1976,chevrolet,5.0,4.0,other,27224,clean,automatic,fwd,midsize,sedan,green,15953,33.7040161,-117.8804373,47,0,0,0,0,1,0,0,1,0
21298,2011,ford,2.0,8.0,gas,101324,clean,automatic,4wd,fullsize,truck,blue,4229,39.9527237,-75.1635262,12,1,0,0,0,0,1,0,1,0
21299,2011,honda,,4.0,gas,184678,clean,automatic,fwd,midsize,sedan,black,2510,41.764582,-72.6908547,12,1,0,0,0,1,0,0,1,0
21300,2012,bmw,5.0,6.0,gas,74702,clean,automatic,rwd,midsize,convertible,black,16082,46.8701049,-113.995267,11,1,0,0,0,0,0,1,1,0
21301,2001,buick,5.0,6.0,gas,135676,clean,automatic,fwd,midsize,suv,silver,4667,39.7392364,-104.984862,22,1,0,0,0,1,0,0,1,0
21302,2002,jeep,5.0,6.0,gas,105478,clean,automatic,4wd,fullsize,suv,black,15910,26.2981263,-98.2075117,21,1,0,0,0,0,1,0,1,0
21303,2015,honda,,4.0,gas,52093,rebuilt,automatic,fwd,fullsize,sedan,silver,19727,39.830107,-74.978493,8,1,0,0,0,1,0,0,1,0
21304,2015,chevrolet,,4.0,gas,30373,rebuilt,automatic,fwd,compact,suv,white,9818,39.830107,-74.978493,8,1,0,0,0,1,0,0,1,0
21305,2012,mercury,2.0,6.0,gas,123004,clean,automatic,fwd,fullsize,coupe,white,8105,36.8479165,-76.2902105,11,1,0,0,0,1,0,0,1,0
21306,2013,chevrolet,5.0,4.0,gas,49815,clean,automatic,fwd,midsize,sedan,black,11380,39.830107,-74.978493,10,1,0,0,0,1,0,0,1,0
21307,2006,bmw,5.0,6.0,gas,110507,clean,manual,rwd,midsize,convertible,silver,17944,38.8339578,-104.825348,17,1,0,0,0,0,0,1,0,1
21308,2015,ford,5.0,6.0,gas,11416,clean,automatic,rwd,midsize,sedan,black,26548,41.8755616,-87.6244212,8,1,0,0,0,0,0,1,1,0
21309,1999,honda,2.0,6.0,gas,125751,clean,automatic,fwd,compact,sedan,silver,2921,43.07816205,-75.5147867816779,24,1,0,0,0,1,0,0,1,0
21310,2013,subaru,,4.0,gas,138535,clean,automatic,fwd,midsize,wagon,black,12532,30.3321838,-81.655651,10,1,0,0,0,1,0,0,1,0
21311,2013,ford,,8.0,diesel,22488,clean,automatic,4wd,fullsize,truck,silver,36525,45.5616075,-94.1642004,10,0,1,0,0,0,1,0,1,0
21312,1996,ford,5.0,8.0,gas,228613,clean,automatic,4wd,fullsize,truck,green,7208,41.3082138,-72.9250518,27,1,0,0,0,0,1,0,1,0
21313,2017,chrysler,,6.0,gas,177332,clean,automatic,4wd,midsize,sedan,black,15872,39.1406942,-121.617172,6,1,0,0,0,0,1,0,1,0
21314,2006,acura,5.0,6.0,gas,154104,clean,manual,fwd,fullsize,coupe,black,4695,40.9152061,-81.43992419328089,17,1,0,0,0,1,0,0,0,1
21315,2005,jeep,5.0,6.0,gas,161033,clean,automatic,4wd,fullsize,pickup,blue,9584,35.9603948,-83.9210261,18,1,0,0,0,0,1,0,1,0
21316,1998,other,,6.0,gas,152219,clean,manual,rwd,midsize,convertible,black,9244,36.1672559,-115.148516,25,1,0,0,0,0,0,1,0,1
21317,2017,ford,5.0,6.0,gas,136134,clean,automatic,4wd,fullsize,suv,black,23718,39.4986462,-119.77333186086474,6,1,0,0,0,0,1,0,1,0
21318,2001,chevrolet,2.0,4.0,gas,197443,clean,manual,fwd,midsize,suv,black,23940,43.07816205,-75.5147867816779,22,1,0,0,0,1,0,0,0,1
21319,2014,honda,5.0,4.0,other,86587,rebuilt,automatic,fwd,midsize,sedan,grey,7935,14.6743343,121.1003603,9,0,0,0,0,1,0,0,1,0
21320,2011,chevrolet,5.0,4.0,gas,92641,salvage,automatic,fwd,fullsize,sedan,green,5425,41.3082138,-72.9250518,12,1,0,0,0,1,0,0,1,0
21321,2009,ford,5.0,4.0,gas,123961,clean,automatic,fwd,fullsize,sedan,blue,3522,39.9527237,-75.1635262,14,1,0,0,0,1,0,0,1,0
21322,2012,ford,5.0,4.0,gas,152754,clean,automatic,fwd,midsize,sedan,black,3226,36.8479165,-76.2902105,11,1,0,0,0,1,0,0,1,0
21323,2007,ford,2.0,8.0,gas,134823,clean,manual,rwd,fullsize,truck,green,10363,37.270973,-79.9414313,16,1,0,0,0,0,0,1,0,1
21324,2014,subaru,5.0,4.0,gas,140157,clean,manual,fwd,compact,sedan,black,7941,43.4849133,-71.6553992,9,1,0,0,0,1,0,0,0,1
21325,2010,bmw,5.0,6.0,gas,174931,clean,automatic,rwd,midsize,sedan,black,16550,36.1672559,-115.148516,13,1,0,0,0,0,0,1,1,0
21326,2008,mazda,1.0,4.0,gas,143323,clean,manual,fwd,compact,sedan,green,2403,29.9978185,-83.2221527,15,1,0,0,0,1,0,0,0,1
21327,2017,mazda,,4.0,gas,18767,clean,automatic,fwd,midsize,sedan,silver,12491,35.7309716,-80.3153309,6,1,0,0,0,1,0,0,1,0
21328,2010,hyundai,5.0,4.0,other,108995,clean,manual,fwd,midsize,other,grey,6575,40.4416941,-79.9900861,13,0,0,0,0,1,0,0,0,1
21329,2003,ram,,8.0,diesel,156760,clean,manual,4wd,fullsize,truck,green,19931,53.9590555,-1.0815361,20,0,1,0,0,0,1,0,0,1
21330,2007,toyota,5.0,4.0,gas,123034,clean,automatic,fwd,fullsize,sedan,black,2623,28.5421109,-81.3790304,16,1,0,0,0,1,0,0,1,0
21331,2013,mercedesbenz,5.0,6.0,gas,113698,rebuilt,automatic,rwd,midsize,sedan,black,31748,26.53294975,-81.75880562612211,10,1,0,0,0,0,0,1,1,0
21332,2012,honda,5.0,4.0,gas,77315,clean,automatic,fwd,fullsize,sedan,black,4944,32.89651945,-97.0465220537124,11,1,0,0,0,1,0,0,1,0
21333,1993,bmw,2.0,6.0,gas,118965,clean,other,rwd,fullsize,coupe,black,7160,30.4380832,-84.2809332,30,1,0,0,0,0,0,1,0,0
21334,2005,other,2.0,6.0,gas,114632,clean,automatic,fwd,fullsize,wagon,blue,7188,37.7884969,-122.3558473,18,1,0,0,0,1,0,0,1,0
21335,2015,bmw,5.0,6.0,gas,87366,clean,automatic,rwd,midsize,sedan,black,18054,35.6923443,-105.9383707,8,1,0,0,0,0,0,1,1,0
21336,2008,volkswagen,2.0,4.0,gas,218648,clean,automatic,fwd,fullsize,sedan,black,1876,43.0481221,-76.1474244,15,1,0,0,0,1,0,0,1,0
21337,2009,toyota,5.0,4.0,gas,87941,salvage,automatic,fwd,fullsize,sedan,silver,7308,38.6280278,-90.1910154,14,1,0,0,0,1,0,0,1,0
21338,2017,buick,,4.0,gas,95367,lien,automatic,4wd,midsize,suv,green,15668,45.6794293,-111.044047,6,1,0,0,0,0,1,0,1,0
21339,2012,jeep,5.0,6.0,gas,21521,clean,automatic,rwd,fullsize,suv,white,4939,39.2908816,-76.610759,11,1,0,0,0,0,0,1,1,0
21340,2009,other,0.0,4.0,gas,142719,rebuilt,manual,fwd,midsize,coupe,silver,3368,44.0505054,-123.0950506,14,1,0,0,0,1,0,0,0,1
21341,2014,ram,5.0,8.0,diesel,106784,clean,automatic,4wd,fullsize,pickup,red,9332,36.1622767,-86.7742984,9,0,1,0,0,0,1,0,1,0
21342,2009,chevrolet,5.0,8.0,gas,41396,salvage,automatic,fwd,midsize,suv,white,14877,38.8950368,-77.0365427,14,1,0,0,0,1,0,0,1,0
21343,2005,jeep,5.0,6.0,gas,147526,clean,automatic,4wd,midsize,suv,black,3691,39.7683331,-86.1583502,18,1,0,0,0,0,1,0,1,0
21344,2017,subaru,5.0,4.0,gas,151271,clean,automatic,fwd,midsize,suv,blue,13642,37.7884969,-122.3558473,6,1,0,0,0,1,0,0,1,0
21345,2008,chevrolet,5.0,6.0,gas,94854,clean,automatic,fwd,fullsize,sedan,black,2506,33.8583113,-118.0858136,15,1,0,0,0,1,0,0,1,0
21346,2002,toyota,,4.0,gas,195359,rebuilt,manual,4wd,midsize,suv,silver,21351,38.8339578,-104.825348,21,1,0,0,0,0,1,0,0,1
21347,2014,chevrolet,,6.0,gas,4736,salvage,automatic,rwd,fullsize,truck,silver,33161,34.0536909,-118.242766,9,1,0,0,0,0,0,1,1,0
21348,2004,audi,5.0,4.0,gas,59017,rebuilt,other,fwd,midsize,suv,blue,21772,41.1035786,-80.6520161,19,1,0,0,0,1,0,0,0,0
21349,1999,acura,1.0,6.0,gas,158225,clean,manual,rwd,midsize,coupe,green,4482,40.1157948,-88.241194,24,1,0,0,0,0,0,1,0,1
21350,2015,toyota,2.0,4.0,gas,178356,clean,manual,4wd,fullsize,truck,blue,23237,45.5616075,-94.1642004,8,1,0,0,0,0,1,0,0,1
21351,2013,bmw,5.0,8.0,gas,95134,clean,automatic,rwd,fullsize,sedan,black,4813,37.9577016,-121.2907796,10,1,0,0,0,0,0,1,1,0
21352,2016,other,,4.0,gas,117397,clean,automatic,fwd,fullsize,suv,white,16414,34.481295,-82.640648,7,1,0,0,0,1,0,0,1,0
21353,2018,subaru,,4.0,gas,18272,clean,manual,fwd,compact,hatchback,white,4385,39.7392364,-104.984862,5,1,0,0,0,1,0,0,0,1
21354,2013,ford,,8.0,gas,86812,clean,automatic,4wd,fullsize,truck,black,18369,47.6438308,-117.4426685,10,1,0,0,0,0,1,0,1,0
21355,2013,hyundai,2.0,6.0,gas,163765,clean,automatic,fwd,midsize,suv,black,4765,37.9577016,-121.2907796,10,1,0,0,0,1,0,0,1,0
21356,2015,ford,5.0,4.0,gas,106929,lien,automatic,fwd,fullsize,sedan,black,21605,35.287663,-77.6541388,8,1,0,0,0,1,0,0,1,0
21357,1987,ram,5.0,8.0,diesel,239692,clean,automatic,4wd,fullsize,truck,black,48361,29.4246002,-98.4951405,36,0,1,0,0,0,1,0,1,0
21358,2009,chevrolet,5.0,4.0,gas,-1,clean,automatic,fwd,fullsize,sedan,grey,20825,35.7309716,-80.3153309,14,1,0,0,0,1,0,0,1,0
21359,2012,toyota,5.0,4.0,gas,170573,clean,automatic,4wd,midsize,suv,black,3292,41.7962409,-71.5992372,11,1,0,0,0,0,1,0,1,0
21360,2015,ram,5.0,6.0,diesel,106012,clean,automatic,4wd,fullsize,truck,black,34195,37.5385087,-77.43428,8,0,1,0,0,0,1,0,1,0
21361,2016,ram,5.0,6.0,diesel,109444,clean,automatic,4wd,fullsize,truck,black,27864,40.4416941,-79.9900861,7,0,1,0,0,0,1,0,1,0
21362,2014,ford,5.0,8.0,diesel,76407,clean,manual,4wd,fullsize,pickup,blue,19507,42.5044017,-94.1910044,9,0,1,0,0,0,1,0,0,1
21363,2012,chevrolet,,8.0,diesel,68809,clean,automatic,4wd,fullsize,truck,silver,18979,47.6438308,-117.4426685,11,0,1,0,0,0,1,0,1,0
21364,2015,nissan,5.0,4.0,gas,120117,clean,other,fwd,compact,sedan,black,8127,41.33709205,-75.72257122928625,8,1,0,0,0,1,0,0,0,0
21365,2000,ram,5.0,6.0,diesel,166101,clean,automatic,4wd,fullsize,truck,blue,38527,44.878019050000006,-93.2209280537696,23,0,1,0,0,0,1,0,1,0
21366,1988,ford,,8.0,gas,82675,clean,manual,fwd,fullsize,sedan,green,13932,32.2057704,-95.8432058,35,1,0,0,0,1,0,0,0,1
21367,2005,ram,5.0,8.0,gas,97340,clean,manual,4wd,fullsize,truck,blue,16437,33.7040161,-117.8804373,18,1,0,0,0,0,1,0,0,1
21368,2017,cadillac,2.0,8.0,gas,1733,clean,automatic,rwd,midsize,other,black,28330,40.7127281,-74.0060152,6,1,0,0,0,0,0,1,1,0
21369,2005,ford,5.0,4.0,gas,153800,clean,automatic,fwd,fullsize,suv,white,5895,39.830107,-74.978493,18,1,0,0,0,1,0,0,1,0
21370,2008,ford,2.0,4.0,other,121807,lien,other,fwd,compact,van,blue,6189,36.1622767,-86.7742984,15,0,0,0,0,1,0,0,0,0
21371,2012,nissan,2.0,4.0,gas,191238,clean,manual,fwd,fullsize,sedan,brown,3764,39.830107,-74.978493,11,1,0,0,0,1,0,0,0,1
21372,2012,kia,5.0,4.0,gas,121204,clean,automatic,fwd,fullsize,sedan,black,5220,33.8583113,-118.0858136,11,1,0,0,0,1,0,0,1,0
21373,1987,bmw,1.0,6.0,gas,109243,clean,manual,rwd,fullsize,sedan,blue,8343,36.1672559,-115.148516,36,1,0,0,0,0,0,1,0,1
21374,2007,acura,5.0,6.0,other,108518,clean,automatic,fwd,midsize,suv,black,4308,34.4458248,-119.0779359,16,0,0,0,0,1,0,0,1,0
21375,2013,ram,5.0,6.0,diesel,19673,clean,manual,4wd,fullsize,pickup,black,23357,44.2938381,-88.3698587,10,0,1,0,0,0,1,0,0,1
21376,1998,ford,5.0,6.0,gas,118002,clean,automatic,fwd,fullsize,pickup,black,20830,35.2072185,-101.833824,25,1,0,0,0,1,0,0,1,0
21377,2010,jeep,5.0,6.0,diesel,36428,clean,automatic,4wd,fullsize,suv,black,21863,43.157285,-77.615214,13,0,1,0,0,0,1,0,1,0
21378,2013,mazda,5.0,4.0,gas,79183,salvage,manual,fwd,compact,sedan,green,4757,29.1871986,-82.1400923,10,1,0,0,0,1,0,0,0,1
21379,2013,bmw,5.0,6.0,gas,75797,clean,other,fwd,midsize,suv,black,10972,44.5990718,-72.5002608,10,1,0,0,0,1,0,0,0,0
21380,2010,honda,5.0,4.0,gas,130990,clean,automatic,fwd,fullsize,sedan,black,3103,27.89799165,-82.51906446720005,13,1,0,0,0,1,0,0,1,0
21381,2011,bmw,5.0,6.0,gas,136657,clean,automatic,4wd,midsize,suv,black,22236,40.0149856,-105.270545,12,1,0,0,0,0,1,0,1,0
21382,2013,honda,5.0,6.0,gas,139575,clean,automatic,fwd,midsize,sedan,blue,23058,35.0457219,-85.3094883,10,1,0,0,0,1,0,0,1,0
21383,1998,ram,,8.0,gas,210533,clean,manual,4wd,fullsize,truck,green,18160,27.89799165,-82.51906446720005,25,1,0,0,0,0,1,0,0,1
21384,1993,honda,5.0,4.0,gas,189253,clean,automatic,fwd,compact,sedan,black,3772,39.830107,-74.978493,30,1,0,0,0,1,0,0,1,0
21385,2010,nissan,5.0,6.0,gas,99322,clean,automatic,fwd,midsize,sedan,black,8982,33.8583113,-118.0858136,13,1,0,0,0,1,0,0,1,0
21386,2004,ram,1.0,6.0,gas,-1,clean,automatic,rwd,fullsize,pickup,white,2689,29.4836274,-95.1139039,19,1,0,0,0,0,0,1,1,0
21387,1996,chevrolet,2.0,8.0,other,96717,clean,automatic,rwd,fullsize,truck,black,22732,42.098698,-75.9125187,27,0,0,0,0,0,0,1,1,0
21388,2001,dodge,5.0,6.0,gas,82004,clean,automatic,rwd,fullsize,suv,blue,29011,39.9622601,-83.0007065,22,1,0,0,0,0,0,1,1,0
21389,2011,kia,5.0,4.0,gas,112054,clean,automatic,fwd,midsize,sedan,black,13923,31.7550511,-106.4882345,12,1,0,0,0,1,0,0,1,0
21390,2006,chevrolet,2.0,8.0,other,178890,clean,automatic,4wd,fullsize,van,silver,19546,28.0394654,-81.9498042,17,0,0,0,0,0,1,0,1,0
21391,2019,ford,5.0,6.0,gas,38553,rebuilt,manual,rwd,midsize,suv,silver,23817,31.7550511,-106.4882345,4,1,0,0,0,0,0,1,0,1
21392,2015,ford,2.0,8.0,diesel,126872,clean,manual,4wd,fullsize,pickup,black,23795,38.3031837,-77.4605399,8,0,1,0,0,0,1,0,0,1
21393,2013,audi,5.0,4.0,gas,197849,clean,manual,4wd,midsize,suv,black,25268,37.270973,-79.9414313,10,1,0,0,0,0,1,0,0,1
21394,2008,ford,5.0,8.0,gas,115908,clean,automatic,4wd,fullsize,pickup,black,17572,32.7174202,-117.1627728,15,1,0,0,0,0,1,0,1,0
21395,1986,ford,5.0,6.0,gas,95147,clean,manual,4wd,fullsize,pickup,grey,15066,43.157285,-77.615214,37,1,0,0,0,0,1,0,0,1
21396,2011,chevrolet,2.0,8.0,gas,36374,clean,automatic,fwd,fullsize,sedan,black,25262,30.6913462,-88.0437509,12,1,0,0,0,1,0,0,1,0
21397,2013,nissan,5.0,4.0,gas,127322,rebuilt,automatic,fwd,compact,sedan,silver,1431,28.5421109,-81.3790304,10,1,0,0,0,1,0,0,1,0
21398,2020,ford,,4.0,gas,1950,clean,other,rwd,midsize,suv,black,26852,-28.1677446,153.5352458,3,1,0,0,0,0,0,1,0,0
21399,2017,honda,5.0,4.0,gas,83975,clean,automatic,fwd,fullsize,sedan,blue,26563,41.000028,19.9999619,6,1,0,0,0,1,0,0,1,0
21400,2012,ford,5.0,6.0,gas,129676,clean,manual,4wd,subcompact,truck,black,15824,61.2163129,-149.894852,11,1,0,0,0,0,1,0,0,1
21401,1962,chevrolet,1.0,8.0,gas,37685,missing,automatic,rwd,fullsize,coupe,blue,22032,43.157285,-77.615214,61,1,0,0,0,0,0,1,1,0
21402,2015,kia,,4.0,gas,72636,rebuilt,automatic,fwd,midsize,sedan,silver,6907,33.4484367,-112.074141,8,1,0,0,0,1,0,0,1,0
21403,2012,ram,2.0,6.0,diesel,22790,clean,automatic,rwd,fullsize,truck,green,39765,41.7962409,-71.5992372,11,0,1,0,0,0,0,1,1,0
21404,2011,toyota,2.0,4.0,gas,134625,clean,automatic,fwd,fullsize,suv,black,10144,30.3321838,-81.655651,12,1,0,0,0,1,0,0,1,0
21405,2013,toyota,2.0,4.0,gas,203873,clean,automatic,fwd,compact,hatchback,silver,6090,37.5385087,-77.43428,10,1,0,0,0,1,0,0,1,0
21406,2012,toyota,5.0,4.0,gas,50196,clean,manual,fwd,fullsize,sedan,blue,18321,42.4396039,-76.4968019,11,1,0,0,0,1,0,0,0,1
21407,2009,ford,2.0,4.0,gas,227286,clean,automatic,fwd,fullsize,sedan,green,1959,36.1622767,-86.7742984,14,1,0,0,0,1,0,0,1,0
21408,2010,ford,2.0,8.0,diesel,91178,clean,automatic,4wd,fullsize,truck,black,31168,39.4986462,-119.77333186086474,13,0,1,0,0,0,1,0,1,0
21409,1993,ram,5.0,8.0,diesel,121424,clean,manual,4wd,fullsize,truck,black,17876,48.202158,-114.315321,30,0,1,0,0,0,1,0,0,1
21410,2013,other,5.0,6.0,gas,159701,rebuilt,automatic,4wd,midsize,suv,silver,6415,42.420156,-71.107384,10,1,0,0,0,0,1,0,1,0
21411,2019,ford,5.0,8.0,gas,83427,clean,automatic,4wd,fullsize,other,red,19250,47.6438308,-117.4426685,4,1,0,0,0,0,1,0,1,0
21412,2008,bmw,5.0,6.0,gas,160395,clean,manual,fwd,midsize,sedan,blue,26141,40.4416941,-79.9900861,15,1,0,0,0,1,0,0,0,1
21413,2006,ford,1.0,8.0,gas,89977,clean,automatic,4wd,fullsize,pickup,blue,19375,36.1622767,-86.7742984,17,1,0,0,0,0,1,0,1,0
21414,2011,ford,5.0,6.0,gas,146931,clean,automatic,4wd,fullsize,sedan,silver,22343,39.9527237,-75.1635262,12,1,0,0,0,0,1,0,1,0
21415,2016,other,2.0,6.0,gas,119095,lien,automatic,fwd,midsize,suv,silver,7369,35.287663,-77.6541388,7,1,0,0,0,1,0,0,1,0
21416,2018,ram,,6.0,diesel,35543,lien,automatic,4wd,fullsize,pickup,silver,67356,42.098698,-75.9125187,5,0,1,0,0,0,1,0,1,0
21417,1971,ford,2.0,8.0,gas,193827,clean,automatic,rwd,fullsize,van,silver,3385,36.1622767,-86.7742984,52,1,0,0,0,0,0,1,1,0
21418,2015,ford,,8.0,diesel,69232,clean,manual,4wd,fullsize,pickup,black,21762,43.157285,-77.615214,8,0,1,0,0,0,1,0,0,1
21419,1997,toyota,,6.0,gas,157700,clean,automatic,4wd,fullsize,sedan,black,22034,41.7962409,-71.5992372,26,1,0,0,0,0,1,0,1,0
21420,1965,other,1.0,8.0,gas,22062,missing,manual,rwd,fullsize,coupe,yellow,5487,33.705702,-85.857892,58,1,0,0,0,0,0,1,0,1
21421,2016,bmw,5.0,6.0,other,48469,clean,automatic,4wd,midsize,coupe,white,9190,35.0457219,-85.3094883,7,0,0,0,0,0,1,0,1,0
21422,2018,jeep,5.0,6.0,gas,187094,clean,automatic,4wd,fullsize,truck,silver,18314,43.157285,-77.615214,5,1,0,0,0,0,1,0,1,0
21423,1997,mazda,2.0,4.0,gas,125516,clean,manual,fwd,compact,sedan,grey,2526,19.5938015,-155.42837009716908,26,1,0,0,0,1,0,0,0,1
21424,2014,ford,5.0,4.0,gas,54707,clean,automatic,4wd,midsize,sedan,silver,10341,34.4221319,-119.702667,9,1,0,0,0,0,1,0,1,0
21425,2014,chevrolet,5.0,4.0,gas,132725,rebuilt,automatic,fwd,midsize,sedan,brown,7600,41.218369,-95.8164659,9,1,0,0,0,1,0,0,1,0
21426,2014,honda,5.0,6.0,gas,209423,clean,automatic,fwd,midsize,suv,blue,8627,44.878019050000006,-93.2209280537696,9,1,0,0,0,1,0,0,1,0
21427,1973,mercury,2.0,6.0,gas,54625,clean,other,rwd,fullsize,sedan,blue,5710,29.4246002,-98.4951405,50,1,0,0,0,0,0,1,0,0
21428,2017,volkswagen,,4.0,gas,-1,salvage,automatic,fwd,midsize,sedan,silver,18698,32.89651945,-97.0465220537124,6,1,0,0,0,1,0,0,1,0
21429,2013,nissan,5.0,4.0,gas,42696,clean,automatic,fwd,fullsize,sedan,white,15863,29.4246002,-98.4951405,10,1,0,0,0,1,0,0,1,0
21430,2016,audi,5.0,4.0,gas,121123,clean,manual,fwd,midsize,sedan,silver,17571,38.8339578,-104.825348,7,1,0,0,0,1,0,0,0,1
21431,2008,toyota,5.0,6.0,gas,158685,clean,automatic,fwd,compact,suv,silver,4512,39.1014537,-84.5124602,15,1,0,0,0,1,0,0,1,0
21432,2011,buick,,4.0,gas,78368,rebuilt,automatic,fwd,midsize,sedan,green,4369,41.218369,-95.8164659,12,1,0,0,0,1,0,0,1,0
21433,2001,dodge,1.0,6.0,gas,104455,salvage,manual,rwd,fullsize,coupe,white,1914,38.2542376,-85.759407,22,1,0,0,0,0,0,1,0,1
21434,2008,toyota,1.0,4.0,gas,187616,clean,automatic,4wd,midsize,suv,silver,2404,41.7962409,-71.5992372,15,1,0,0,0,0,1,0,1,0
21435,2008,other,5.0,6.0,gas,154046,clean,automatic,fwd,fullsize,sedan,silver,4505,27.7712026,-82.6495453,15,1,0,0,0,1,0,0,1,0
21436,2015,ford,2.0,4.0,gas,194947,clean,manual,fwd,midsize,suv,black,12503,38.9020075,-77.0431824,8,1,0,0,0,1,0,0,0,1
21437,2007,ford,5.0,6.0,diesel,210318,clean,automatic,4wd,fullsize,pickup,blue,18207,41.9758872,-91.6704053,16,0,1,0,0,0,1,0,1,0
21438,1994,bmw,,8.0,gas,99449,clean,manual,rwd,fullsize,convertible,silver,5071,46.5436104,-87.3962884,29,1,0,0,0,0,0,1,0,1
21439,1992,chevrolet,2.0,4.0,gas,98126,clean,manual,fwd,midsize,sedan,grey,6058,41.7962409,-71.5992372,31,1,0,0,0,1,0,0,0,1
21440,2015,nissan,2.0,4.0,gas,53527,rebuilt,automatic,fwd,fullsize,sedan,silver,2551,28.5421109,-81.3790304,8,1,0,0,0,1,0,0,1,0
21441,2016,mazda,5.0,4.0,gas,122485,clean,automatic,fwd,compact,sedan,black,11494,32.7174202,-117.1627728,7,1,0,0,0,1,0,0,1,0
21442,2007,bmw,,6.0,diesel,19104,clean,other,4wd,midsize,suv,black,36458,42.1125825,-72.51478135359363,16,0,1,0,0,0,1,0,0,0
21443,2018,nissan,5.0,4.0,gas,75923,salvage,automatic,fwd,midsize,sedan,black,8983,41.0799898,-85.1386015,5,1,0,0,0,1,0,0,1,0
21444,2019,ram,5.0,6.0,diesel,135591,clean,automatic,4wd,fullsize,pickup,black,34998,41.33709205,-75.72257122928625,4,0,1,0,0,0,1,0,1,0
21445,2015,nissan,5.0,4.0,gas,147469,clean,automatic,fwd,midsize,sedan,silver,4602,40.7127281,-74.0060152,8,1,0,0,0,1,0,0,1,0
